Watchlist,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday Calender Data,,,,,Stock Market Trading and Investment Quotes,,,Lot Size,,,
"""NSE All Stock"" List",,"""NSE Cash"" List",,"""Nifty Indices"" List",,"""Nifty50""
Stocks List",,"""Futures""
Stocks List",,"""Nifty 500"" List",,"""Nifty 500
Multicap
50:25:25"" List",,"""All ETFs"" List",,"""Gold ETFs"" List",,"""Silver ETFs"" List",,"""My Favourite""
Watchlist-1",,"""My Holdings""
Watchlist-2",,"""Penny Stocks""
Watchlist-3",,Status (2026),Date,Day,Occasion,,Quotation,Author,,Symbol,Jul-26,Aug-26,Sep-26
NIFTYMEDIA,,KRYSTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KERNEX,,SANDHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHLUCONT,,AYMSYNTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIOCL,,KREBSBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNA,,COUNCODOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINYLINDIA,,MAYURUNIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGRAN,,SYNGENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCC,,GSPCROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,,HARRMALAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOWER,,KANPRPLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRITIKAUTO,,MAANALU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSUMER,,LAMBODHARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMIDSMALLCAP400,,MAHESHWARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIVISCL,,NILAINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,,HDIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMANFIN,,AJANTPHARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCURE,,ENDURANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNICHEMLAB,,GOACARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENIL,,REDINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMFREIGHT,,SSWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,,AMIRCHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMART,,KAKATCEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,,EMAMIPAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SREEL,,UNIPARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASWANI,,DBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOODSIN,,ITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXMOPIPES,,GULPOLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINIETF,,RACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCOM,,ORIENTLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLHL,,REGENCERAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHAMPURSUG,,TRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOMICONVEY,,BAJAJCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNBGILTS,,SRHHYPOLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,,DCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVAILFC,,AJOONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEENG,,PHOENIXLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDCON,,RAYMONDREL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGYDEV,,DHAMPURSUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUSOFT,,THOMASCOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMIDCAP150,,SKFINDUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,,CONCORDBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARFIBRES,,VENTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRCON,,PATELRMART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYINDTOURISM,,VBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMKEN,,IIFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIS,,NAHARPOLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALYANIFRG,,HUDCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANCARD,,WEIZMANIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIKRISH,,GEEKAYWIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHBANK,,SILLYMONKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCAPIETF,,TECHNOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFBIND,,WEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,,VARROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJCON,,MAZDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBL,,GICHSGFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWVENTLTD,,DIVISLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSDL,,APEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEEDAY,,SAGCEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TICL,,ENIFTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAXO,,NILKAMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELAXO,,GANESHHOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPRPLA,,ROSSARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVENTURE,,BOROLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALPHOT,,IRCTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITI,,LTFOODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYMSYNTEX,,JIOFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KREBSBIO,,CGCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY50VALUE30,,MANAKCOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMONDYD,,TREL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRINFRA,,LASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYURUNIQ,,BDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSPCROP,,JUBLPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSWL,,MONARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAANALU,,CLSEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,,ZAGGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGL,,JAYBARMARU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHESHWARI,,AIRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAISALO,,PRITIKAUTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDIL,,STEELXIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOACARBON,,BHANDARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JWL,,TRAVELFOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAKATCEM,,KAJARIACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMAMIPAP,,INDIANHUME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCBSE500,,ORIENTELEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCLOWVOL,,NSLNISP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTPPR,,UCOBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SML100CASE,,GAYAHWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANINDS,,PIDILITIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIPARTS,,DCMSHRIRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,,NIRLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACE,,MATRIMONY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXSENSEX,,PNBGILTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTLTD,,IL&FSTRANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OILCOUNTUB,,VHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCQUAL,,KAMAHOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGENCERAM,,INDRAMEDCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISVALUE,,DCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AONETMMQ50,,TIMETECHNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRU,,GEMAROMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCORDBIO,,MUNJALSHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRHHYPOLTD,,PREMEXPLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCMID150,,HITECHCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWLOVOL,,INDBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJOONI,,ARIHANTSUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIGOPNTS,,DPWIRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYMONDREL,,PTCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OILIETF,,GNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDURANCE,,VLSFINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,,SOLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATELRMART,,BBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVTODAY,,AARTISURF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDYAWIRES,,PETRONET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWMOM50,,ADVANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,,HBSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIF100BEES,,SBIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAHARPOLY,,KSHINTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEIZMANIND,,SILINV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILLYMONKS,,JAYAGROGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNOE,,GTPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEALTH,,SPCENET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSUBANK,,MAZDOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARROC,,NITTAGELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTFOODS,,MANINDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDRAMEDCO,,USHAMART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZDA,,SWIGGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NACLIND,,BOROSCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GICHSGFIN,,FINKURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCAPADD,,HAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYCONSURDURBL,,CARERATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVISLAB,,INDOBORAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJS,,SPANDANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNGENE,,LAHOTIOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APEX,,3MINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIOFIN,,CENTUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUDCO,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGCEM,,EKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMASCOOK,,PIONEEREMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENIFTY,,SHREYANIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNCOMF,,CANBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEI,,VSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,,NRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NILKAMAL,,IWP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLPHARMA,,BELLACASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANESHHOU,,KMSUGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,,PSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDTAPE,,BCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTUM,,KAMOPAINTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL,,TATASTEEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIHANTSUP,,SMCGLOBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREL,,COASTCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUAL200,,HILINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASA,,CEATLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKLAKSHMI,,ADANIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDQ50ADD,,SUNDRMFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIRAN,,CHOICEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELXIND,,ASKAUTOLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHANDARI,,BNALTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSHINTL,,LUMAXIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRCTC,,LUPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANHUME,,JKLAKSHMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTELEC,,MANAPPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAYAHWS,,AMRUTANJAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLEX,,AADHARHFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCMSHRIRAM,,DVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAJARIACER,,HEMIPROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBOX,,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRLON,,CEMPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATRIMONY,,AWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDINGTON,,RBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVINDIA,,DWARKESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWEV,,SALASAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTICAP,,BLUEDART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL&FSTRANS,,CRISIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHL,,SWARAJENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,,ERIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMEXPLN,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCI,,AURUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEMAROMA,,HSBCGOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,,BEDMUTHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSLNISP,,WELENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYOILANDGAS,,FERMENTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEATLTD,,BLACKROSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENT,,POLYCAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGEINDIA,,BALKRISIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLSEL,,CHEVIOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITECHCORP,,METROBRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVOPPBEES,,BFUTILITIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDBANK,,HERANBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPWIRES,,APTECHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,,LAGNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTCIL,,ULTRAMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLSFINANCE,,AGARIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISHCETF,,PLATIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTECHT,,CROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYBARMARU,,GROWWPSUBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSSELLIND,,HPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHCARE,,POLYMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENTIVE,,SUNTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTISURF,,JYOTHYLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANCE,,NHPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSEXADD,,SINDHUTRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBSL,,DNAMEDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECTIPO,,VIKASLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILINV,,GRASIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPSFILMS,,RANEHOLDIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYAGROGN,,RACLGEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOROSCI,,ASTRAMICRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCSENSEX,,RECLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCENET,,VALIANTORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NITTAGELA,,PPAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,,HECPROJECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVA,,NARMADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,,DBSTOCKBRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,,HEROMOTOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMETECHNO,,GPPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINKURVE,,RENUKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCIADD,,MUKKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYQLITY,,UYFINCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEEDOL,,SHANTIGEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDL,,ABCAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRYSTAL,,ASPINWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOROLTD,,USK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCNEXT50,,SAKHTISUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAHOTIOV,,ANTHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MINDIA,,BEEKAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKC,,GILLANDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIONEEREMB,,NAVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,,KIRANVYPAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,,TEXRAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPANDANA,,LLOYDSENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREYANIND,,CORALFINAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANBK,,NAGREEKEXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSTL,,AONENIFTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTPL,,SBICARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRL,,STOVEKRAFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISCHER,,VINEETLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWP,,VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVIETF,,EIFFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STYRENIX,,FEDDERSHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOM50,,ARVINDFASN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLACASA,,SAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MID150BEES,,SCHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMSUGAR,,CANHLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCOBANK,,GROWWHOSPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,,NGIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCAPBETA,,INDNIPPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCGLOBAL,,RHIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COASTCORP,,SUZLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILINFRA,,ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL,,TRIDENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,,AVROIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASKAUTOLTD,,ABDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNALTD,,NAVNETEDUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURUM,,ASHOKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBZ,,FIEMIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIETFCON,,THEJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY500MULTICAP,,KRSNAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZDOCK,,POWERGRID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYMED,,CAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTHEM,,PNCINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELENT,,SEPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT30ADD,,JKCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMICROCAP250,,PREMIERENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRASIM,,RML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEMPRO,,BIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVL,,INDSWFTLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QGOLDHALF,,AUSOMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWRAIL,,TATACAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYM150MOMNTM50,,NTPCGREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
